1970-01-01 00:00:13.156591524,Stock1,MyQueueStock,Add,"Added [10]. Resources: QueueVector { queue: [5, 6, 7, 8, 10] }"
1970-01-01 00:00:13.538234832,Stock1,MyQueueStock,Add,"Added [11]. Resources: QueueVector { queue: [5, 6, 7, 8, 10, 11] }"
1970-01-01 00:00:14.822543117,Stock1,MyQueueStock,Add,"Added 1. Resources: QueueVector { queue: [5, 6, 7, 8, 10] }"
1970-01-01 00:00:14.980613231,Stock1,MyQueueStock,Add,"Added [12]. Resources: QueueVector { queue: [5, 6, 7, 8, 10, 12] }"
1970-01-01 00:00:15.277695863,Stock1,MyQueueStock,Add,"Added 1. Resources: QueueVector { queue: [5, 6, 7, 8, 10] }"
1970-01-01 00:00:16.013631992,Stock1,MyQueueStock,Add,"Added 1. Resources: QueueVector { queue: [5, 6, 7, 8] }"
1970-01-01 00:00:16.241363938,Stock1,MyQueueStock,Add,"Added 1. Resources: QueueVector { queue: [5, 6, 7] }"
1970-01-01 00:00:16.672881658,Stock1,MyQueueStock,Add,"Added [13]. Resources: QueueVector { queue: [5, 6, 7, 13] }"
1970-01-01 00:00:16.743630897,Stock1,MyQueueStock,Add,"Added [14]. Resources: QueueVector { queue: [5, 6, 7, 13, 14] }"
1970-01-01 00:00:17.10356898,Stock1,MyQueueStock,Add,"Added 1. Resources: QueueVector { queue: [5, 6, 7, 13] }"
1970-01-01 00:00:17.59970528,Stock1,MyQueueStock,Add,"Added 1. Resources: QueueVector { queue: [5, 6, 7] }"
1970-01-01 00:00:18.633961992,Stock1,MyQueueStock,Add,"Added [15]. Resources: QueueVector { queue: [5, 6, 7, 15] }"
1970-01-01 00:00:19.109350016,Stock1,MyQueueStock,Add,"Added [16]. Resources: QueueVector { queue: [5, 6, 7, 15, 16] }"
1970-01-01 00:00:19.25841481,Stock1,MyQueueStock,Add,"Added [17]. Resources: QueueVector { queue: [5, 6, 7, 15, 16, 17] }"
1970-01-01 00:00:19.474797198,Stock1,MyQueueStock,Add,"Added 1. Resources: QueueVector { queue: [5, 6, 7, 15, 16] }"
1970-01-01 00:00:19.690222024,Stock1,MyQueueStock,Add,"Added [18]. Resources: QueueVector { queue: [5, 6, 7, 15, 16, 18] }"
1970-01-01 00:00:21.006187663,Stock1,MyQueueStock,Add,"Added [19]. Resources: QueueVector { queue: [5, 6, 7, 15, 16, 18, 19] }"
1970-01-01 00:00:21.674746153,Stock1,MyQueueStock,Add,"Added 1. Resources: QueueVector { queue: [5, 6, 7, 15, 16, 18] }"
1970-01-01 00:00:21.766720163,Stock1,MyQueueStock,Add,"Added 1. Resources: QueueVector { queue: [5, 6, 7, 15, 16] }"
1970-01-01 00:00:23.23583403,Stock1,MyQueueStock,Add,"Added [20]. Resources: QueueVector { queue: [5, 6, 7, 15, 16, 20] }"
1970-01-01 00:00:24.224150586,Stock1,MyQueueStock,Add,"Added 1. Resources: QueueVector { queue: [5, 6, 7, 15, 16] }"
1970-01-01 00:00:24.752360073,Stock1,MyQueueStock,Add,"Added [21]. Resources: QueueVector { queue: [5, 6, 7, 15, 16, 21] }"
1970-01-01 00:00:24.842155018,Stock1,MyQueueStock,Add,"Added 1. Resources: QueueVector { queue: [5, 6, 7, 15, 16] }"
1970-01-01 00:00:25.029925813,Stock1,MyQueueStock,Add,"Added [22]. Resources: QueueVector { queue: [5, 6, 7, 15, 16, 22] }"
1970-01-01 00:00:25.03593925,Stock1,MyQueueStock,Add,"Added 1. Resources: QueueVector { queue: [5, 6, 7, 15, 16] }"
1970-01-01 00:00:25.246605221,Stock1,MyQueueStock,Add,"Added [23]. Resources: QueueVector { queue: [5, 6, 7, 15, 16, 23] }"
1970-01-01 00:00:25.597288628,Stock1,MyQueueStock,Add,"Added 1. Resources: QueueVector { queue: [5, 6, 7, 15, 16] }"
1970-01-01 00:00:25.831674781,Stock1,MyQueueStock,Add,"Added [24]. Resources: QueueVector { queue: [5, 6, 7, 15, 16, 24] }"
1970-01-01 00:00:26.064037678,Stock1,MyQueueStock,Add,"Added [25]. Resources: QueueVector { queue: [5, 6, 7, 15, 16, 24, 25] }"
1970-01-01 00:00:26.703983087,Stock1,MyQueueStock,Add,"Added [26]. Resources: QueueVector { queue: [5, 6, 7, 15, 16, 24, 25, 26] }"
1970-01-01 00:00:27.308043959,Stock1,MyQueueStock,Add,"Added 1. Resources: QueueVector { queue: [5, 6, 7, 15, 16, 24, 25] }"
1970-01-01 00:00:27.595381519,Stock1,MyQueueStock,Add,"Added [27]. Resources: QueueVector { queue: [5, 6, 7, 15, 16, 24, 25, 27] }"
1970-01-01 00:00:27.643838832,Stock1,MyQueueStock,Add,"Added [28]. Resources: QueueVector { queue: [5, 6, 7, 15, 16, 24, 25, 27, 28] }"
1970-01-01 00:00:29.33344516,Stock1,MyQueueStock,Add,"Added [29]. Resources: QueueVector { queue: [5, 6, 7, 15, 16, 24, 25, 27, 28, 29] }"
